"","X","Cluster","hsa-miR-101-3p","hsa-miR-145-5p","hsa-miR-181c-5p","hsa-miR-19a-3p","hsa-miR-221-3p","hsa-miR-34a-5p","hsa-miR-92a-3p","hsa-miR-105-5p","hsa-miR-185-5p","hsa-miR-411-5p","hsa-miR-520b","hsa-miR-106a-5p","hsa-miR-148a-3p","hsa-miR-19b-3p","hsa-miR-98-5p","hsa-miR-125a-3p","hsa-miR-422a","hsa-miR-520d-5p","hsa-miR-512-3p","hsa-miR-106b-5p","hsa-miR-152-3p","hsa-miR-18a-5p","hsa-miR-20a-5p","hsa-miR-23b-3p","hsa-miR-372-3p","hsa-miR-99a-5p","hsa-miR-125a-5p","hsa-miR-222-3p","hsa-miR-425-5p","hsa-miR-520f-3p","hsa-miR-518e-3p","hsa-miR-124-3p","hsa-miR-155-5p","hsa-miR-184","hsa-miR-20b-5p","hsa-miR-24-3p","hsa-miR-99b-5p","hsa-miR-125b-5p","hsa-miR-28-5p","hsa-miR-433-3p","hsa-miR-521","hsa-miR-150-5p","hsa-miR-130b-3p","hsa-miR-15a-5p","hsa-miR-190a-5p","hsa-miR-21-5p","hsa-miR-27b-3p","hsa-miR-454-3p","hsa-let-7a-5p","hsa-miR-126-3p","hsa-miR-29a-3p","hsa-miR-452-5p","hsa-miR-523-3p","hsa-miR-136-5p","hsa-miR-15b-5p","hsa-miR-193b-3p","hsa-miR-210-3p","hsa-miR-29b-3p","hsa-miR-519a-3p","hsa-miR-148b-3p","hsa-miR-320a","hsa-miR-491-5p","hsa-miR-708-5p","hsa-miR-517a-3p","hsa-miR-205-5p","hsa-miR-16-5p","hsa-miR-196b-5p","hsa-miR-214-3p","hsa-miR-301b-3p","hsa-miR-137","hsa-miR-149-5p","hsa-miR-363-3p","hsa-miR-517c-3p","hsa-miR-93-5p","hsa-miR-518b","hsa-miR-143-3p","hsa-miR-181a-5p","hsa-miR-199a-3p","hsa-miR-218-5p","hsa-miR-324-3p","hsa-miR-9-5p","hsa-miR-100-5p","hsa-miR-17-5p","hsa-miR-370-3p","hsa-miR-518d-3p","ACR2B","BHLHE22","CORO1C","MDGA2","NRXN1","SATB2","TAGLN3","TUBA1A","ZFHX3","ADCY4","DDAH1","ETV5","ADRA2A","CBX1","CUX1","MEF2C","POU2F1","SCN3B","TCF4","TUBB3","ZFHX4","AGT","DLC1","FAM107A","ALDOA","CBX2","DHFR","MIR137HG","POU3F1","SEMA3C","TGFBR1","UBA1","ZHX2","AQP4","DLX2","FBXO32","ANK2","CBX5","DLL1","NFASC","PTPRD","SEZ6","THBS1","UBA5","ZIC5","BMPR1B","DLX5","FN1","ASCL1","CDK5RAP1","DPYSL3","NFIB","QKI","SNAI2","UBE2R2","C3","DLX6-AS1","GLI3","AUTS2","CLOCK","ELAVL2","NOVA1","RBFOX1","SNX7","TNRC6C","UBE4B","CLDN10","ENG","GPX3","BAZ2A","CNN3","FGF12","NR4A1","ROBO2","SOX11","TSC22D1","VCPIP1","TNC-31358-i20","CLU","EOMES","GRIA2","BCL11B","CNTNAP2","KIF26B","NR4A2","RUNX1T1","STMN1","TSC22D2","ZEB2","ZIC2-12291-i0","CSF3R","ERBB4","HES1","HOPX","NEUROG1-2E","PTPRZ1","APC","CENPF","FOXN4","GPSM2","LRIG3","PAG1","PRKCI","SALL3","TBR1","IFITM1-2B","NKX2-2","SATB2-3H","ASCL1-1","Cldn11","GAD1","HES1-1","MAGOH","PALLD","PRKCZ","SLC1A3","TFAP2C","ITGAX-2G","NRP1-3F","SEMA3C-3G","ASPM","COL4A5","GADD45G","HES5","MARCKS","PARD3","PROM1","Sox10","TJP1","LIFR","OLIG1-3A","SFRP2","ATAD2","COL4A6","GAPDH","HSPB1","MKI67","PARD6A","Prss12","SOX2","Tmem88","LRIG3-1","OLIG2-3B","SLA-3D","ATF2","CTNNA1","GFAP","IGFBP5","NES","Parp10","PSAT1","SOX21","VCL","MOXD1","PDGFD","SOX2-1","BRCA1","CTNNB1","GIGYF2","ITGB3","NEUROG2","PAX6","PTPRM","SOX3","VIM","NEUROD4","PDGFRA-3C","STOX1","BTG2","CUX2","GJA1","Itih4","Nipsnap1","Pcbp2","RBFOX3","SOX5","ZBTB20","NEUROD6","PPP1R17","TAGLN2","TPGS2","Dcbld1","GJB2","Lims2","NKX2-2-1","PDGFD-1","RPS5","STOX1-1","ZIC2"
"134","gz17_S17",2,0,0,797.4821349,2362.791112,1506.021786,500.638465,4968.211755,0,343.3510606,0,663.688856,9400.773585,0,12633.54934,0,7.592561267,727.3763886,2.627088205,0,6949.988547,0,188.5061164,6808.438255,0,57.26259615,2124.937054,491.2661652,4518.952258,19.02731384,0,3554.151663,0,3.086431398,0,1403.698984,3350.383542,2048.55793,9114.477097,0,0,0,1800.900164,2008.229404,0,342.4094207,574.6406969,49.33667279,47394.71312,0,0,1612.980062,0,1450.002332,186.0459932,1066.810438,0,1390.285389,0,0,0,3283.683743,0,2448.006935,0,376.7877771,1687.553202,0,0,648.3618616,0,4658.321671,63.09133705,0,0,6.430727201,0,2004.424387,0,2266.154676,538.3432763,18143.98786,2407.248077,8760.415548,0,489.434361,2781.708095,484.771964,6736.949152,2760.409562,5015.567509,8015.952949,3905.71618,29212.28236,3249.836743,0,4441.167242,5551.773038,6117.192622,14944.13026,3923.150919,0,5875.630513,2240.002202,12901.42501,10031.95701,1703.302312,0,0,6896.525818,4993.302157,3956.355115,4352.189366,0,3936.36935,7074.686677,5984.946851,10297.32091,0,0,75.90511067,0,5992.644161,10820.01471,0,713.56622,5154.593881,0,12885.62416,8786.754101,3534.700823,0,0,5741.106647,2726.526543,2031.311947,9385.333008,12451.82901,24448.98716,583.2796821,10735.8285,0,0,9773.887137,2671.522245,0,707.2487443,6212.240337,1049.544826,3255.9036,4532.820245,2237.923096,1212.860622,4046.905611,5037.793599,2811.688392,14975.69596,0,5826.620247,4529.971835,21196.58832,1903.226006,4085.023734,15155.56777,10516.13885,317.7581581,2975.989281,0,0,3086.195919,0,0,17929.10044,6501.77912,3688.931693,3697.142396,0,0,8328.945171,0,1505.858081,0,2068.414008,0,0,0,0,416.1605469,0,0,0,0,0,0,5379.446728,0,3455.675382,2209.061365,0,1047.03884,0,1315.773599,0,0,0,0,0,0,1483.213927,0,583.3768674,0,0,0,0,0,0,0,0,0,2355.852321,0,0,87.46931072,0,6593.555767,0,0,0,0,639.7540765,826.9398476,0,0,0,304.6954033,0,0,0,0,0,7429.392622,0,1839.754821,652.13575,0,0,1160.309886,0,474.8595161,882.0892866,0,0,4475.735871,0,0,0,0,1879.036844,2457.479864,0,0,811.1477084,0,0,1118.353426,1029.48519,0,0,0,0,0,4123.61751,4333.038485,0
"135","gz17_S18",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.4486774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.32945017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406.903196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969.340077,0,0,0,0,270.6187039,0,844.0730871,540.1626063,0,0,0,0,0,3920.436888,0,281.0042178,0,0,813.0070881,0,1643.177299,0,0,0,0,0,0,2183.320953,0,373.11684,851.6365573,0,0,0,0,0,0,0,0,2054.827363,0,0,0,0,9906.190572,166.8437004,0,0,0,0,0,0,0,0,0,0,524.1699144,0,0,2745.622499,9946.181378,0,921.2304992,0,0,0,294.4989469,0,0,711.7854293,0,0,4185.437764,0,0,0,0,955.0166894,1227.596362,0,0,1159.68758,0,0,1452.702402,660.5496019,0,0,0,0,2558.931991,6101.81551,4189.052341,0
"136","gz17_S19",1,0,0,1247.350688,4164.125776,2536.253112,501.6682833,4475.521706,0,734.1953897,0,299.3590282,12151.81002,0,19361.4369,0,0,49.42658327,0,0,9376.341952,0,0,9430.371074,0,20.18949213,4790.337306,539.3040919,3706.155272,0,0,2170.081334,1071.751317,0,0,2066.440165,4252.335908,3265.558063,12489.52068,0,0,32.31249787,663.2007945,2500.261704,392.3674396,0,0,0,44140.8864,479.5137484,531.903312,1925.154138,0,1066.060375,18.64299257,1949.042737,0,144.9145862,0,124.4400531,0,2690.867839,0,3168.871647,0,318.4004733,4211.478425,0,11740.36739,1760.813584,0,2188.625465,1071.82933,0,801.5602802,4.3652295,0,3086.500094,0,425.5666893,104.517075,22335.55124,4582.719807,10586.94808,0,357.3467148,1193.663218,0,9387.957595,1512.524635,5738.466006,11699.71349,6369.90122,31511.22533,0,0,2057.859407,0,11529.08565,10776.69758,3100.520311,1014.906625,786.2857483,5572.87711,7784.376775,20063.04566,1263.976828,0,0,1016.521233,2905.093436,1880.388823,543.5005218,0,2746.02028,8871.685053,4644.07284,7326.080508,3166.16795,0,45.55090003,0,4161.815459,4395.706436,0,4848.19155,10146.39496,10947.16795,7367.032184,4732.254883,0,0,0,0,3046.137796,1730.030905,11739.03165,10977.71032,4306.11972,597.6583928,9204.329243,0,0,5984.275047,2137.171532,0,3732.247591,6838.048026,3649.451796,4854.728264,1541.666817,1359.814487,0,3056.485558,0,0,8787.5731,0,1790.84508,6559.739598,28954.28217,5947.607902,0,595.1383805,3445.372167,0,3233.384945,2260.692313,0,5283.528733,1327.507011,0,19208.6674,7058.434249,5365.947671,0,0,0,1048.435319,0,313.932394,2654.031788,2236.504561,1417.810177,0,0,0,308.5662943,2804.804227,0,1601.057632,0,0,11874.46678,5511.667949,0,0,0,555.3046302,628.9037444,2423.353636,2840.554051,0,0,8816.413933,13459.06547,0,0,1683.015986,0,805.8288684,0,0,0,0,0,809.1364982,0,0,0,6668.940097,0,0,151.8341081,300.1777398,2246.949889,148.7449465,0,0,9154.04853,582.5167988,770.4604149,0,0,0,0,0,558.9815634,0,0,0,2232.034939,0,1923.718863,730.815053,0,2076.520336,940.9993427,951.1166523,0,2466.355775,0,0,4714.631345,1146.84357,0,0,0,2053.213363,3897.288738,730.7328856,995.3861824,318.1895059,0,0,2491.410452,299.6207926,0,0,0,0,0,7599.443211,4263.955392,0
"137","gz17_S20",5,0,0,213.5880386,991.4976446,0,325.5513724,576.2162813,0,0,0,510.2665853,4197.777109,0,7290.344402,0,100.4127727,33.53513931,0,0,4595.283137,0,0,2889.783348,0,0,0,0,2234.639075,0,45.68594319,2400.058865,0,95.33906753,0,935.7865417,1698.201581,83.557033,3672.974717,0,0,5.806457083,673.3389004,402.0810504,1451.433069,343.0499284,0,0,40660.22601,0,0,0,0,0,0,1360.079686,0,654.8981044,0,0,0,1758.043795,0,1598.570959,0,461.7418558,1500.08188,0,0,188.5272471,0,0,238.0620012,0,0,20.71938843,0,404.0302648,0,46.00193318,47.99090603,7146.787069,0,3352.066012,0,106.3999646,738.0528386,0,4485.380561,0,1414.614756,5065.151901,6308.07372,15685.69649,0,0,2043.964367,0,7978.717662,7154.623132,3615.746215,0,3290.218843,0,5296.973773,13134.64584,0,0,0,116.7255568,2574.510261,0,2968.575211,0,2339.401694,6526.389067,6352.271543,4964.307701,0,0,56.59909598,0,0,5206.886721,0,4076.413863,9799.133585,5687.192571,6448.541186,5313.403187,0,0,0,0,4127.423885,0,6464.018783,7899.251633,2506.392018,669.4653655,4556.409571,0,0,4125.905878,3214.019195,0,4857.659039,3822.787974,4797.17427,0,2953.728945,2700.335202,0,2902.889649,0,0,0,0,0,6055.083586,17353.78223,3521.519021,3386.758991,0,827.3182374,272.0916447,2184.96316,2305.14208,5231.796916,0,1643.280993,0,7820.146042,0,5379.150357,1682.953908,0,0,0,0,1212.525174,0,1485.039886,0,0,0,0,1615.270607,0,0,548.0293806,0,0,0,132.1779935,0,0,0,0,0,0,1802.970236,0,0,7030.049732,3831.579289,0,0,2561.836751,0,275.9628242,0,0,0,0,0,0,0,0,0,5827.581437,0,0,67.94164528,0,3401.816426,217.6715323,0,0,5125.640217,0,0,0,0,0,333.5679794,250.7012953,517.9699959,1586.472815,0,0,3704.531793,0,2254.850385,511.117855,0,1380.208593,3277.929521,0,0,759.4507318,0,0,1648.984108,0,0,0,0,869.0577567,3507.473662,759.6463714,561.8988763,929.891689,0,1240.124557,2465.357746,639.3910413,0,0,0,0,0,5106.666291,1477.846983,0
"138","gz17_S21",5,0,0,530.8767411,1526.866387,2158.327519,282.2542267,4107.139189,0,0,0,319.2056616,7173.526148,0,10307.3007,545.3617869,18.49543703,54.51334393,0,0,5059.719055,0,162.3502865,7183.924213,0,4.195201888,1952.672924,548.4503757,4326.996895,0,0,2235.015746,811.8700673,11.13272971,0,1067.656267,3080.211019,3191.584744,7331.114561,0,0,5.284381485,2624.577521,533.7811579,297.3872726,0,0,0,41637.94101,1174.471069,0,1480.184824,0,789.5155522,0,2720.347907,0,996.4096026,0,0,0,2150.214506,0,2269.811813,0,592.8606527,2722.532338,0,0,612.2589487,0,832.2150826,1.611889745,0,39.29910427,173.9161249,0,1481.420396,0,49.11777537,111.5059709,13440.13985,2059.302687,6870.951099,0,269.6443454,2120.516598,250.706068,5040.056565,3259.780472,3863.243117,6250.687837,3263.788895,13806.21011,0,0,0,0,12782.71224,9223.699649,2696.110974,0,1498.529615,3431.525547,6594.87818,13037.1677,1411.712707,0,0,0,3382.582486,2828.747825,925.7699859,0,1342.929482,7285.828925,3349.667674,5101.050861,3417.088423,0,0,0,1887.154513,3007.270454,285.759583,5233.683875,6913.018375,6213.810114,5868.891026,611.0189399,0,0,0,0,147.2071229,0,8836.259944,6652.453935,4532.478873,0,6070.346422,0,0,0,3379.068906,0,3744.044015,3109.354977,6834.957871,2236.006815,562.1382327,2924.875133,0,3249.993247,0,961.8825398,2745.896134,0,2940.871628,3937.478608,22381.42114,5609.411671,0,0,660.3489257,0,1586.990812,3407.683178,0,2590.729769,3071.424426,0,9872.213126,972.9575793,3967.935654,0,0,0,0,0,0,0,1638.993639,0,0,0,0,1488.373625,2843.116193,0,2368.817773,0,0,0,4321.659432,0,0,0,774.5524654,0,1700.935778,3532.821655,0,0,2963.564198,3382.125302,0,0,2335.608878,0,904.540817,0,0,0,0,0,647.9400252,0,0,0,5102.54362,0,0,840.3158464,0,0,346.0224553,0,0,5693.132178,0,1064.53889,0,0,0,0,0,828.9668931,0,0,0,0,0,3173.787201,177.6344935,0,1291.717728,2412.103212,0,311.5651651,0,0,0,4448.336126,0,0,0,0,1889.869695,3345.206903,0,728.9547745,483.9697446,0,2753.992776,1335.373916,1070.106066,0,0,0,0,0,8520.331901,4419.505731,0
"139","gz17_S22",9,0,0,0,0,0,544.1251415,1477.579587,0,0,0,264.618319,1219.373151,0,0,0,0,202.7584296,64.42812167,0,2921.374139,0,0,0,0,8.999655361,0,0,517.2818224,0,0,2271.373313,0,0,0,0,1939.560463,317.404944,0,0,1.684725523,6.774681325,1161.374245,0,0,0,0,0,49001.77679,0,0,148.0159775,0,799.3071476,71.7617735,0,0,0,0,0,0,567.5201475,0,61.31521673,0,466.0413775,0,0,0,0,0,0,116.1824147,0,0,1.803117734,0,218.7618557,0,21.36081215,2.625134406,0,0,1177.678202,0,100.989432,0,0,0,0,737.1513322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.8783215,0,0,0,703.0280051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758.2145308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2284.66547,0,1808.054794,0,0,0,0,0,0,0,0,0,0,0,9399.514397,0,4058.238139,0,0,0,1026.003698,1295.955828,0,0,0,0,0,0,0,0,816.7623845,0,0,0,0,0,614.4731769,0,0,0,4877.85445,0,0,0,0,7661.322597,168.1625621,0,0,0,1296.814431,0,0,0,0,0,0,0,0,0,3802.119998,7583.336281,0,1871.066125,290.8559747,0,0,781.421305,0,1720.651102,769.8743528,0,0,4581.749283,0,0,0,0,2458.560812,1720.146852,0,0,1147.636685,0,0,1761.467181,1743.255291,0,0,0,0,3616.879303,4225.434689,4383.66495,0
"140","gz17_S23",9,0,0,0,663.9034598,0,406.6487193,569.3152066,0,0,0,859.9641511,1665.145523,0,1166.756108,0,55.51084407,26.33990606,0,0,2423.357113,0,0,1699.45335,0,3.012006002,0,0,562.5458941,0,0,1989.102899,0,26.0619411,0,0,1358.337054,207.7140364,1656.033716,0,0,2.760889237,343.168357,0,0,0,0,0,53904.07009,0,0,2.95873879,0,304.0950263,102.1860019,0,0,0,0,0,0,1378.747577,0,88.01941084,0,326.7895682,0,0,0,0,0,0,3.990149441,0,0,6.894583039,0,0,0,27.28655723,107.9755627,2138.930892,0,1593.334518,0,463.4209706,0,0,0,0,1066.141232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.6988838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.991395,0,0,0,929.8569999,0,615.7051284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673.2374005,0,497.6683865,0,0,0,0,0,0,302.6132442,0,0,0,0,0,0,2051.077429,0,1868.782598,0,0,647.3822725,0,0,0,0,0,0,0,0,7686.221143,0,2875.790919,1763.659568,0,0,1482.689932,1156.119042,0,0,0,2493.436418,0,0,0,0,369.8626361,1745.175863,0,0,0,0,980.4923337,0,0,0,1930.607047,0,0,0,0,4786.253567,61.63815677,0,0,0,0,0,0,0,0,0,0,0,0,0,334.7776708,4913.257394,0,3630.123612,283.4574162,0,0,1479.257178,0,400.2861531,0,0,0,3760.025798,1121.699116,0,0,0,428.4857424,2287.947234,0,0,322.8549038,0,0,717.9260094,0,0,0,0,0,0,4928.662508,3680.296602,0
"141","gz17_S24",10,0,0,0,116.4654285,0,742.1444998,546.4802378,0,0,0,904.5128384,2881.993687,0,1754.024981,0,12.59477379,370.184345,145.465684,0,2211.674785,0,0,3182.746548,0,12.09673349,0,0,1169.22632,0,0,2052.437408,0,27.18341236,0,0,1700.239262,0,0,0,0,0,1581.453839,0,0,0,0,0,47015.92936,0,0,0,0,658.9098507,0,0,0,0,0,0,0,567.0012636,0,128.0533761,0,189.8044116,0,0,0,0,12.76775493,327.1181174,3.89916401,0,0,6.579370379,0,329.7001664,0,570.1253182,175.7087169,3337.719023,0,3063.756777,0,356.6112065,0,0,0,0,457.8784766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531.537408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465.908326,0,0,0,0,2869.353288,929.8979347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759.337025,0,0,0,0,0,0,0,0,305.1172266,0,0,0,0,0,0,2748.782955,5524.991023,2981.221037,5489.313614,1351.838985,534.7886531,0,1589.791892,929.5217641,0,0,0,0,0,5220.960795,0,0,13210.53043,1006.55082,2358.159775,0,5985.292198,753.3152108,0,2880.305881,0,2425.939977,0,0,0,1479.124099,429.3573593,0,0,2502.788223,0,0,8906.195251,1414.335404,1607.579043,8434.568565,4395.822448,2098.244756,0,0,14153.97656,200.4807928,0,0,0,1103.243915,1110.328421,640.4874381,0,0,0,1825.233769,1689.749837,988.8164884,0,0,13933.07276,1057.223219,5248.615762,494.2186231,0,0,5406.120841,0,3456.434401,19334.37274,0,0,4085.005357,2903.331376,0,0,652.0467092,1464.194774,4595.295447,0,0,1354.93689,0,0,12717.53743,374.9752229,0,0,0,0,0,5692.48295,3936.325449,1790.676784
"142","gz17_S25",10,0,0,546.8765649,2024.575241,792.6587554,599.8365322,2521.11282,0,0,0,656.5018585,5402.020259,0,6945.664332,0,0,111.5879969,0,309.3017005,2034.011344,0,0,4729.60151,0,120.2616273,1529.460439,25.09208805,2221.51505,0,0,1887.947217,518.8560279,0,0,0,3713.98682,135.0077541,3836.113577,317325.898,0,17.08402602,1600.935373,0,0,339.87034,0,340.6142399,33526.83397,0,0,1509.441584,0,668.8157052,0,1171.69409,0,607.8146909,0,0,0,2429.553515,0,1375.078018,0,379.0601708,3949.061198,0,0,1348.323495,0,2901.905422,0,0,137.4732532,0,0,1013.854023,0,17.91019295,121.4820876,9841.778588,1375.569312,4749.010235,0,386.6378307,0,0,0,0,436.7713801,0,0,13160.94721,0,0,2172.313135,1519.230327,0,7321.810096,3482.284223,0,0,692.9081259,3581.090505,3964.027951,938.401481,0,0,1272.653451,2703.164193,2542.468677,0,0,1727.039632,0,2678.837289,2093.051501,0,0,0,3136.352804,2416.671082,4167.14754,0,0,0,0,0,0,0,0,0,0,3292.648026,0,5840.867572,3192.89977,9228.616606,0,0,0,0,3094.009969,949.5673929,0,0,0,0,0,0,0,679.512726,0,4200.002016,0,7278.123441,0,0,0,5567.415032,0,0,1983.050518,4418.174898,0,998.3347125,106.3361933,0,3985.668537,0,0,9384.347522,773.3620898,0,0,0,0,3133.06008,0,2404.979865,5949.036811,863.2786745,2769.613756,2700.285499,0,0,1535.577126,0,1032.09917,0,0,0,0,0,0,0,9380.651805,1057.220848,3423.697149,0,6948.702068,304.8069662,0,0,0,2239.362329,1257.069174,0,575.1397716,694.042878,0,1832.380183,0,444.2725562,0,0,7404.835932,3259.824476,1987.217289,8677.946852,3170.421894,1536.845844,0,0,8217.293064,0,323.8448946,0,0,1131.643022,925.3015709,0,0,0,0,944.1419224,1026.652669,0,0,5029.15485,6893.715546,2446.459569,6026.200066,418.228643,0,0,8369.264312,936.3034703,2873.462597,9810.376843,0,0,7400.034236,2698.023595,0,0,0,1797.174143,4740.76109,0,0,1443.178324,0,0,7294.52972,1389.363152,575.5985011,0,0,0,4941.119321,7358.682048,7191.067418,3327.168013
"143","gz17_S26",2,0,0,0,248.7313499,0,660.5879921,445.9789185,0,0,0,630.3859128,2046.805741,0,2505.028384,0,57.41912736,428.5107404,0,0,2561.783924,0,0,1442.711693,0,13.00462565,0,0,406.9562063,0,0,1839.980753,0,244.4582315,0,0,1672.420277,0,0,0,0,37.5365312,1203.822699,540.6105814,0,0,0,0,3.192038981,0,363.885615,237.5775897,0,793.1584676,0,468.3611498,0,0,0,0,0,291.3965406,0,246.8526787,0,601.6966816,0,0,0,0,0,0,4.705256528,0,0,14.4487948,0,191.9870339,0,1357.997977,83.65694794,3367.014293,0,1965.548544,0,379.4250935,0,0,0,0,2294.119552,0,0,6464.943382,0,0,0,0,0,4534.702892,0,0,0,0,2755.167501,3733.147108,0,0,0,1435.35569,2091.957599,2691.777859,4308.324033,0,938.5083138,0,0,0,0,0,0,0,0,4814.859,0,0,0,0,0,2497.198164,0,0,0,0,5311.179709,0,1856.497961,5445.761255,3472.06401,0,0,0,0,7673.175648,1064.958163,4182.819405,0,0,0,761.3494633,0,0,0,0,0,0,3532.211242,0,0,0,3045.981913,0,0,0,2057.609538,0,0,0,0,0,0,0,8851.151801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","gz17_S27",5,0,0,309.8439847,1707.306278,0,466.2854315,2031.881189,0,0,0,362.5701238,6878.336112,0,8438.048152,0,32.08558095,253.6909457,0,0,5154.291052,0,0,3555.510731,0,17.86857122,1513.382004,580.8478775,1512.072516,0,0,3038.534053,1181.120976,2.493480153,0,622.2901693,1776.199295,36.6870399,5264.909017,0,0,0,1332.678397,0,34.53341024,0,0,2462.271666,43074.82992,132.0494095,273.9671116,838.2776617,0,0,215.474255,0,0,0,0,0,0,407.2296412,0,758.2753661,24.25142203,141.2998031,2451.359508,0,0,169.0412277,0,2.41082743,74.9761006,0,0,2.871506316,0,794.6022977,0,64.61967076,58.71354048,7985.800744,1589.450679,5719.34239,0,307.0644658,0,0,3098.936172,2075.935509,1490.269251,5734.091676,5544.588222,21464.72903,0,0,0,0,8205.719566,11858.31767,2197.940604,0,0,0,10773.72268,13106.81634,0,0,0,56.33091321,3483.206368,1727.798768,647.155972,3036.134505,5192.984558,7227.346036,1946.381449,2890.235881,0,0,0,2442.1273,2158.369221,5149.679247,0,3236.786618,4531.206831,8905.541645,9105.433382,2354.040278,0,0,0,0,299.0123826,0,11068.72989,9746.349246,4163.415029,0,3088.679177,0,0,0,2828.529319,0,6062.946913,2024.186367,1895.873835,0,0,304.7774513,0,1346.268953,0,748.2077192,0,0,4477.320084,3813.366411,21504.13754,0,3321.350184,0,776.7750597,0,4251.852679,3429.322787,0,6338.176589,0,4798.357637,13317.14618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.786324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.6185479,0,0,0,0,0,0,0,0,0,0,0,0,1551.728332,0,0
"145","gz17_S28",5,0,0,252.023632,873.1866572,0,518.3127669,1170.354157,0,0,0,370.10805,3312.616632,0,5978.086782,0,29.95872145,0,0,0,1107.02621,0,0,4011.697364,0,5.150152367,1724.1393,152.2826652,1737.151814,0,0,2068.274598,772.7518566,208.8133486,0,301.882643,4052.032064,2416.356266,5353.618832,0,0,32.66006937,356.0047487,447.9936196,0,0,0,0,3.800859088,3.237573723,41.30332583,1303.326001,0,1023.189529,542.1320672,0,0,0,0,0,0,0,0,405.5133218,0,479.9228887,1074.448494,0,0,258.9323014,0,686.3561978,151.8686682,0,0,4.244233031,0,393.7885055,0,21.22710365,156.3487246,7763.013709,1970.325734,2793.913645,0,145.0643775,301.6410999,0,3041.279703,0,2562.058807,3000.632694,4022.314309,10256.20711,0,0,0,0,0,3445.867397,1845.008893,224.9215096,0,0,5185.233851,7330.195267,1059.675032,0,0,0,0,0,0,3468.250601,323.0144388,7051.868662,0,0,0,0,0,0,0,0,0,0,4118.731401,0,3120.482099,0,0,0,0,0,0,0,2904.051796,5244.70412,0,0,5633.304574,0,0,0,769.336862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13723.42967,0,0,0,720.3758092,0,0,2194.557278,0,0,0,0,7267.997561,0,3794.541085,0,0,0,0,0,1488.712276,0,1868.543183,448.9570985,0,0,0,1031.606877,590.1896313,0,0,0,0,0,0,0,1230.97842,0,392.5283582,0,0,744.043727,0,0,0,0,0,0,1546.900482,0,515.4547916,379.1463686,0,0,0,0,0,0,0,0,2199.773456,0,0,0,0,4975.691487,0,0,0,0,934.2426641,0,0,0,0,0,0,259.6534132,0,0,0,5371.797257,0,731.856783,306.7852254,0,0,503.4459034,484.0608564,1104.020993,1249.357081,0,0,2869.29749,1277.876373,0,0,0,1233.678686,1319.770907,0,0,0,0,0,582.3993762,356.8255065,0,0,0,0,0,2136.922061,2762.677961,0
