"","X","Cluster","hsa-miR-101-3p","hsa-miR-145-5p","hsa-miR-181c-5p","hsa-miR-19a-3p","hsa-miR-221-3p","hsa-miR-34a-5p","hsa-miR-92a-3p","hsa-miR-105-5p","hsa-miR-185-5p","hsa-miR-411-5p","hsa-miR-520b","hsa-miR-106a-5p","hsa-miR-148a-3p","hsa-miR-19b-3p","hsa-miR-98-5p","hsa-miR-125a-3p","hsa-miR-422a","hsa-miR-520d-5p","hsa-miR-512-3p","hsa-miR-106b-5p","hsa-miR-152-3p","hsa-miR-18a-5p","hsa-miR-20a-5p","hsa-miR-23b-3p","hsa-miR-372-3p","hsa-miR-99a-5p","hsa-miR-125a-5p","hsa-miR-222-3p","hsa-miR-425-5p","hsa-miR-520f-3p","hsa-miR-518e-3p","hsa-miR-124-3p","hsa-miR-155-5p","hsa-miR-184","hsa-miR-20b-5p","hsa-miR-24-3p","hsa-miR-99b-5p","hsa-miR-125b-5p","hsa-miR-28-5p","hsa-miR-433-3p","hsa-miR-521","hsa-miR-150-5p","hsa-miR-130b-3p","hsa-miR-15a-5p","hsa-miR-190a-5p","hsa-miR-21-5p","hsa-miR-27b-3p","hsa-miR-454-3p","hsa-let-7a-5p","hsa-miR-126-3p","hsa-miR-29a-3p","hsa-miR-452-5p","hsa-miR-523-3p","hsa-miR-136-5p","hsa-miR-15b-5p","hsa-miR-193b-3p","hsa-miR-210-3p","hsa-miR-29b-3p","hsa-miR-519a-3p","hsa-miR-148b-3p","hsa-miR-320a","hsa-miR-491-5p","hsa-miR-708-5p","hsa-miR-517a-3p","hsa-miR-205-5p","hsa-miR-16-5p","hsa-miR-196b-5p","hsa-miR-214-3p","hsa-miR-301b-3p","hsa-miR-137","hsa-miR-149-5p","hsa-miR-363-3p","hsa-miR-517c-3p","hsa-miR-93-5p","hsa-miR-518b","hsa-miR-143-3p","hsa-miR-181a-5p","hsa-miR-199a-3p","hsa-miR-218-5p","hsa-miR-324-3p","hsa-miR-9-5p","hsa-miR-100-5p","hsa-miR-17-5p","hsa-miR-370-3p","hsa-miR-518d-3p","ACR2B","BHLHE22","CORO1C","MDGA2","NRXN1","SATB2","TAGLN3","TUBA1A","ZFHX3","ADCY4","DDAH1","ETV5","ADRA2A","CBX1","CUX1","MEF2C","POU2F1","SCN3B","TCF4","TUBB3","ZFHX4","AGT","DLC1","FAM107A","ALDOA","CBX2","DHFR","MIR137HG","POU3F1","SEMA3C","TGFBR1","UBA1","ZHX2","AQP4","DLX2","FBXO32","ANK2","CBX5","DLL1","NFASC","PTPRD","SEZ6","THBS1","UBA5","ZIC5","BMPR1B","DLX5","FN1","ASCL1","CDK5RAP1","DPYSL3","NFIB","QKI","SNAI2","UBE2R2","C3","DLX6-AS1","GLI3","AUTS2","CLOCK","ELAVL2","NOVA1","RBFOX1","SNX7","TNRC6C","UBE4B","CLDN10","ENG","GPX3","BAZ2A","CNN3","FGF12","NR4A1","ROBO2","SOX11","TSC22D1","VCPIP1","TNC-31358-i20","CLU","EOMES","GRIA2","BCL11B","CNTNAP2","KIF26B","NR4A2","RUNX1T1","STMN1","TSC22D2","ZEB2","ZIC2-12291-i0","CSF3R","ERBB4","HES1","HOPX","NEUROG1-2E","PTPRZ1","APC","CENPF","FOXN4","GPSM2","LRIG3","PAG1","PRKCI","SALL3","TBR1","IFITM1-2B","NKX2-2","SATB2-3H","ASCL1-1","Cldn11","GAD1","HES1-1","MAGOH","PALLD","PRKCZ","SLC1A3","TFAP2C","ITGAX-2G","NRP1-3F","SEMA3C-3G","ASPM","COL4A5","GADD45G","HES5","MARCKS","PARD3","PROM1","Sox10","TJP1","LIFR","OLIG1-3A","SFRP2","ATAD2","COL4A6","GAPDH","HSPB1","MKI67","PARD6A","Prss12","SOX2","Tmem88","LRIG3-1","OLIG2-3B","SLA-3D","ATF2","CTNNA1","GFAP","IGFBP5","NES","Parp10","PSAT1","SOX21","VCL","MOXD1","PDGFD","SOX2-1","BRCA1","CTNNB1","GIGYF2","ITGB3","NEUROG2","PAX6","PTPRM","SOX3","VIM","NEUROD4","PDGFRA-3C","STOX1","BTG2","CUX2","GJA1","Itih4","Nipsnap1","Pcbp2","RBFOX3","SOX5","ZBTB20","NEUROD6","PPP1R17","TAGLN2","TPGS2","Dcbld1","GJB2","Lims2","NKX2-2-1","PDGFD-1","RPS5","STOX1-1","ZIC2"
"61","gz14_C25_g",10,0,0,0,880.3221939,356.29586,0,346.4018549,0,0,0,0,4205.257039,0,4881.978191,0,0,0,0,0,786.5639088,0,0,2705.647552,0,1.52557982,790.121246,19.36020696,1237.475472,0,0,0,0,0,0,604.7695367,0,1392.871604,2437.959771,0,0,0,1038.248617,807.6407812,0,0,0,0,85.46758722,0,81.9359302,1401.639789,0,0,0,0,0,0,0,0,0,798.8881779,0,0,0,396.3048478,1279.977611,0,0,0,0,0,19.41305782,0,0,0,0,119.7081096,0,61.35165896,0,7785.931707,853.6905565,3635.947165,0,0,1454.621384,0,1633.748403,0,2210.14341,2512.541874,0,23380.75051,2189.150765,0,3447.399467,5714.677069,861.1484832,9412.164435,477.6331203,0,2681.645941,0,4986.04219,8912.96401,3854.137549,0,0,6338.798072,4388.931521,2652.94657,4791.594761,0,1463.133774,0,4305.996869,6259.22115,0,0,0,4768.263838,0,7438.394093,0,686.7907984,688.8032502,0,4578.453421,3702.868242,2111.005694,0,0,2540.328897,77.16390634,0,5968.044034,4428.148825,22415.48299,107.4394512,3666.681503,0,0,7059.846547,1838.323293,4705.090427,0,4231.79513,0,3916.943275,2593.544952,2159.749141,0,3863.588354,7942.965436,2836.635294,8947.327009,0,4290.755771,874.5300848,6585.189058,1815.208733,0,7371.950865,5491.925064,0,0,0,0,0,342.6430205,0,5600.243706,3699.128764,2165.044833,264.774511,0,0,10558.31637,0,2292.255748,16100.79991,9564.03348,0,0,527.9097678,0,3572.396404,2625.685113,2708.281367,0,0,0,3124.653349,101.6034521,2944.193496,0,12380.09792,3340.870602,4195.325244,4464.217476,15060.37596,724.163657,0,0,0,0,0,0,3900.727915,2838.306963,4007.873657,2357.596543,0,2330.368298,0,314.6886162,3301.47938,0,2656.939469,10305.90773,6995.31062,0,0,0,10691.7665,1770.718656,0,0,0,822.5825745,2736.723782,5948.186099,0,0,302.4307491,1579.791271,3066.141006,1072.18721,0,3316.134656,10837.23507,0,8523.016087,822.8630979,0,732.8751288,9976.30744,2380.893808,5279.471661,20574.54941,0,0,6532.744995,5752.4334,0,0,0,3310.593922,6034.214977,0,0,2070.741347,0,0,5051.920374,1298.970602,0,0,0,0,2875.585941,7367.081564,6169.33454,0
"62","gz14_C75_g",11,0,0,256.0465189,1135.78943,0,0,0,0,0,0,443.2601233,4314.513899,0,6345.033848,83.91248097,0,0,0,0,767.1911538,0,65.23555146,3320.807776,0,0,0,324.4452917,753.9908392,0,87.14748229,0,0,0,0,617.1834283,0,1798.52547,3365.365759,0,0,0,272.2117846,0,0,0,0,0,516.2464784,0,0,527.4622921,0,23.71688357,0,357.9839732,0,0,0,0,0,270.821588,0,1220.58285,0,170.390217,920.8098302,0,0,370.385034,0,0,0,0,0,0,0,876.1326737,0,1110.342351,0,7239.021571,0,3791.440718,0,0,1498.330026,84.01242933,2741.066863,1046.116279,2387.4596,3038.012162,3671.234528,20683.64287,0,0,0,0,4269.774135,9126.634338,0,0,3817.440552,1850.98166,10144.79678,15443.04655,0,0,0,734.9956239,3209.675473,2365.789725,4846.720307,0,3762.482223,3084.161473,4574.841134,6231.830463,0,0,0,0,6678.269806,7140.061498,0,2233.318504,10486.75462,5450.06052,6929.280054,4572.0342,0,0,0,0,0,0,6086.731853,8363.408466,3258.29025,0,5626.243354,0,0,0,3668.299416,3247.071539,2556.521751,340.2343907,2619.411964,0,4183.008053,0,436.8483739,3403.05898,0,789.6118468,3712.752951,0,4999.512604,4322.662383,18841.21798,3756.617194,0,0,725.5743599,0,0,4409.257875,1070.202987,0,1371.20586,0,10153.55798,313.8065575,4332.164064,0,0,0,0,0,2311.068818,3861.833996,3390.032056,1509.031745,0,0,0,211.5936167,0,0,0,0,0,1450.483441,0,0,0,2204.268175,0,1934.298181,0,0,0,678.0655508,0,0,0,1127.255321,0,1166.676649,0,0,0,0,0,0,0,0,0,644.2579703,0,0,0,0,0,598.9261277,0,0,0,505.0478937,951.1903411,0,0,0,0,0,0,435.252277,0,0,0,3369.859122,0,3763.455311,1140.310294,0,3811.039088,2631.653834,0,1928.828871,3840.196156,0,0,4031.652224,1436.917104,0,0,0,2169.517014,6462.973765,0,1565.196957,2309.397244,0,0,5602.924765,1291.596069,0,0,0,0,0,6232.475214,3382.993125,0
"63","gz14_C74_g",10,0,0,511.2646507,1346.540423,0,0,725.0006533,0,0,0,0,5569.197846,0,8088.235144,0,0,0,0,0,1880.324437,0,0,4045.07829,0,4.294299787,0,493.0690714,1824.685766,0,0,0,0,0,0,790.2101488,0,0,2949.818339,0,0,0,530.1890833,847.9762216,0,0,0,0,465.0651341,0,0,128.8704106,0,0,0,1059.102423,0,265.3190822,0,0,0,1227.624268,0,1515.245839,0,144.5932355,1618.193492,0,0,275.7772265,0,629.6723294,43.5268436,0,0,0,124.3635729,1753.086613,0,136.9637801,0,9930.483832,0,4900.800317,0,0,506.1109244,309.6842207,4801.065939,465.896735,3238.30137,854.366983,3364.078009,6099.152169,0,0,4929.681846,0,3429.808103,7367.205192,2131.871971,0,2884.260528,0,4644.991255,6598.237351,3541.58595,0,0,4187.58281,4315.35359,0,3860.458209,0,2712.303357,0,1098.879148,6843.346206,0,0,2171.045182,5351.874481,2732.289912,6751.499625,5654.797337,0,2940.074291,0,5781.912677,4056.757528,2794.912786,2016.43045,0,0,7729.700123,1993.122517,4943.46631,4667.419031,17274.96659,0,5176.245471,0,0,9908.118378,2801.841579,2096.751823,0,2269.369228,0,2520.265808,2403.782911,1622.356635,0,2469.951743,0,1644.404312,6932.066456,0,2626.081426,2361.541732,8224.453003,277.1964315,2844.044405,0,2721.734884,0,1124.727597,1566.336724,0,3058.168874,839.1148231,0,6104.9989,3786.86114,2479.34328,4465.545788,0,0,4622.808565,0,4753.195695,5773.863737,5494.427291,310.3012869,1550.034439,0,0,0,0,3823.715514,186.3149808,0,0,1068.93824,11429.21538,0,0,6148.358785,3060.740355,2768.004782,0,11712.44981,1046.618602,0,0,0,0,2010.886738,0,3937.769065,2838.87669,0,0,0,3359.385864,0,1989.669463,7233.559049,0,3103.414189,10913.36147,4399.737375,1771.306608,0,0,14541.57348,561.5171631,0,0,0,2763.291586,2875.325311,1960.320453,0,0,147.8627971,2411.831361,4523.750918,946.5282074,0,5546.734478,13811.42239,0,7695.669917,1099.449927,0,3026.886178,10338.07057,1549.42141,6779.554837,32728.11055,0,0,8947.697637,3365.301576,0,0,0,1494.488458,10674.88054,0,2790.876772,3230.237128,0,0,5593.922089,589.9848957,0,0,0,0,4754.168066,7361.663752,9159.147542,5792.103171
"64","gz14_C29_g",11,0,0,75.54421153,1106.881252,0,0,0,0,0,0,111.0483006,4370.580165,0,5207.8326,0,0,87.56457694,0,0,1118.219835,0,0,2768.460649,0,573.7082345,0,108.7359478,1089.585418,0,152.0570419,0,0,0,0,380.2752158,0,0,2252.6207,0,0,0,0,1081.471263,0,0,0,0,150.7432226,0,0,126.7164572,0,0,0,1063.609166,0,189.3006008,0,0,0,776.9108556,0,904.5709595,0,239.6450989,1000.552466,0,0,0,0,0,40.56276196,0,1.998318266,0,0,5.798168701,0,0,0,6796.580953,0,3681.053162,0,0,671.2143246,65.74560703,2902.783884,0,3452.31124,2736.06522,4222.02267,11280.5631,0,0,0,0,3217.330859,5181.684875,0,0,0,0,6979.958798,7948.413459,0,0,0,49.04289267,3652.521943,0,4438.073315,0,2357.265298,2980.214486,2184.67157,4213.808176,0,0,0,0,4182.97526,0,0,3551.388892,5378.602326,9920.852868,7593.620894,6780.416307,0,0,0,0,48.52849807,0,5516.101774,8701.715959,1229.477434,0,0,0,0,0,3083.839476,0,2811.202804,0,4948.221906,361.7039706,0,0,0,4015.266863,0,1804.048589,2497.0232,0,3916.883952,6526.136601,14175.5492,4197.557449,0,0,709.6252035,0,2810.120938,3180.954752,5929.920817,0,2915.505249,0,5496.913493,0,3282.012208,0,0,0,0,0,0,3679.095155,5575.082118,0,0,0,0,0,3613.646229,0,6426.537794,0,0,3010.093228,0,0,0,0,0,0,0,4031.571365,0,0,6916.720649,3270.235756,0,0,0,0,796.0955125,0,0,0,0,0,0,0,0,0,3619.262769,0,0,0,1592.087178,3165.592803,0,0,0,0,1096.029732,0,0,0,0,0,263.0750683,0,0,0,0,2959.840154,0,1009.11087,0,0,0,596.899231,0,321.5077602,2082.177898,0,0,4461.207911,0,149.6360824,0,701.2120533,2412.630684,4183.912993,0,2969.044168,2187.518564,0,0,1253.306549,0,0,0,0,0,0,0,4246.606982,0
"65","gz14_C30_g",11,0,0,145.0652895,1485.246059,0,0,1296.171597,0,0,0,0,5882.476269,0,7677.573269,183.9779165,0,0,0,0,1597.502208,0,0,2888.419145,0,0,0,212.8280109,1527.988966,0,0,0,0,0,0,403.7061529,1168.940839,2192.961677,3623.232625,0,0,0,627.3433533,1565.133019,0,0,0,0,197.2326109,0,0,626.3010728,0,0,0,879.3722948,0,0,0,0,0,1096.500949,0,1205.318937,0,163.2364494,1394.049235,0,0,96.70341412,0,677.0396051,3.212443632,0,1.913745473,0,0,584.5564031,0,0,0,11057.49443,0,5516.493158,0,0,2105.578277,45.70818602,3139.887731,0,3521.802022,4620.055301,6577.061317,20395.12007,0,0,1839.802184,0,3934.257839,8025.328657,3233.481689,0,2822.469489,0,9686.862512,15268.18588,0,0,0,668.7120364,2396.732744,0,1514.724245,0,2472.305352,4203.285655,4632.396042,4679.187744,0,0,0,1926.18812,2407.090702,6651.414852,3293.194542,4617.162378,7024.748843,4312.194809,6197.297152,3406.648898,0,0,0,0,0,2983.117275,10334.43961,9719.803584,3143.039276,0,4682.190734,0,0,0,3216.477107,215.5749141,5270.24825,3115.937261,3704.742204,0,0,599.3394007,171.0519357,3592.886984,0,269.3824241,2934.384087,0,2186.907963,4909.102638,20897.70496,0,0,0,2459.889978,0,3615.54918,3193.008161,1580.531869,0,2507.415617,0,10839.57499,3765.165264,4060.233141,1377.619248,0,0,390.1534778,0,0,4000.074751,4437.568625,0,0,0,0,3553.210379,0,0,4609.323533,0,0,5091.322949,53.68047361,0,0,0,0,3903.833277,2686.281519,3513.242376,0,0,4492.202086,4996.064233,0,0,0,0,1807.685989,0,0,0,0,0,0,0,0,0,4904.672496,0,0,1343.759613,0,2862.419241,0,0,0,0,1772.190349,1735.154756,0,0,0,301.4296022,0,2257.343547,0,0,0,3627.147087,0,4559.033358,996.1197098,0,0,1454.324646,0,2086.345177,2259.468909,0,0,5850.080169,0,171.2028182,0,0,2904.395747,6070.201912,1868.318671,3505.359779,808.9939761,0,2214.089383,918.5209805,0,0,0,0,0,0,6521.406048,5695.391616,1394.537679
"66","gz14_C77_g",10,0,0,180.202864,391.9598661,0,0,771.6594071,0,0,0,270.6181252,3324.569806,0,3789.720867,0,0,0,5.66059315,0,385.1932815,0,0,1922.212495,0,0,843.6266529,124.6093427,1448.955503,0,0,0,0,0,0,0,792.0983298,0,2547.240025,0,0,0,235.9680865,0,0,0,0,0,0,0,275.1929651,527.1223031,0,0,0,1482.89142,251.784305,0,0,0,0,0,0,23.28417354,0,199.5882355,1045.89486,0,0,0,0,162.1580888,0,0,0,0,0,557.6267924,0,0,0,7465.394451,665.8305656,3127.190399,0,0,2435.994077,85.05754911,8752.584048,4001.936846,2999.641629,3434.698432,0,12334.3509,0,0,3220.21565,3271.153569,4038.519794,6970.647436,2534.346816,0,3241.812791,0,7162.805539,4196.499431,1972.335775,0,0,2657.478335,2453.509454,4871.187127,7153.989125,0,2510.49907,0,3143.099035,7309.853893,0,0,279.3069331,3768.691167,5634.81793,9711.389028,8284.584283,0,4248.134357,0,5209.444261,1579.136218,1820.433172,0,0,1672.818295,6747.829918,2606.624864,3556.894714,6588.079709,13028.82409,0,3838.427145,0,0,7985.245099,1794.631445,0,6579.174192,895.7662933,0,0,217.0557205,1527.370967,0,6205.838489,3996.094139,1692.751703,8240.799042,0,1924.602797,2419.268921,11589.37227,0,3105.427002,2612.946961,3547.323135,3642.676949,763.6597602,58.08621342,0,7076.054331,1338.451303,632.5350064,7119.006312,2998.769233,3591.421073,4279.932564,0,0,3618.843944,0,9654.29794,6542.008461,4460.3461,2831.190901,0,1507.250905,0,0,0,1821.720041,0,0,0,4276.643888,8071.858255,0,0,4914.693596,1913.531294,3066.756817,0,11631.57406,1543.793716,0,0,0,0,329.8178385,7745.840023,3017.136746,2875.040064,3013.471312,2054.460276,0,0,0,964.5438251,6518.503761,2463.708441,6733.916072,11333.95882,8549.10768,2517.012298,1460.230435,0,6285.268822,1357.631398,0,0,0,2456.466501,2265.857991,1157.900528,1580.034424,0,0,517.4818006,2084.152515,0,0,0,6266.586479,2000.212628,9771.674825,0,0,15614.84345,10046.41994,1476.902109,5646.273156,22075.50468,0,0,4187.075349,6741.186062,0,0,0,1334.571421,10911.47734,0,303.7763941,1670.650879,0,0,7219.821057,2937.684394,0,0,73.01293652,0,0,13695.01888,4122.832217,5107.54047
"67","gz14_C33_g",4,0,0,0,932.9619739,0,0,533.2455386,0,0,0,3.795479265,1204.947008,0,2285.73548,0,0,0,0,0,0,0,0,0,0,2.09692342,0,240.8147967,760.6418463,0,0,0,0,0,0,185.8838125,0,0,1234.629271,0,0,0,0,0,0,0,0,0,385.6521022,0,148.5442118,0,0,0,0,0,0,0,0,0,0,0,0,285.9495877,0,25.62254392,221.6841963,0,0,0,0,0,0,0,0,0,0,730.4028553,0,4.736776183,0,3604.886259,0,858.3351621,0,0,546.1023728,0,5672.000522,1297.730528,1629.486817,1131.609541,3848.602311,18244.62699,0,0,0,0,3577.66122,10293.13148,2264.77979,0,2587.287141,0,8015.470349,11397.07163,0,0,0,343.927216,2862.50427,0,0,0,2155.639197,0,4434.188973,3214.415989,0,0,68.01321666,0,1106.004481,2974.845473,0,2837.632188,7067.442842,7181.435234,5790.095687,1204.787912,0,0,0,0,393.2882052,0,7761.142696,7275.563625,0,0,0,0,0,2073.711584,2674.022399,0,8208.048185,0,0,0,0,0,0,3495.628489,0,1562.856617,437.4240672,0,1843.243143,5308.282479,13086.85229,5011.49002,0,0,757.2904106,1286.756558,641.1584122,1387.81336,1694.289517,2968.167092,1277.134174,0,7946.76444,1521.931224,1261.525939,0,0,0,1897.125533,0,2273.694646,3474.879526,288.9920019,0,0,0,0,1873.038378,2110.140608,0,0,0,0,1200.512979,462.4376351,0,0,2108.706862,0,0,0,3589.797951,0,0,4278.115612,0,0,1721.718307,413.9693513,0,1610.326098,1325.245287,0,0,0,0,0,0,0,1799.731814,5390.55574,0,0,472.0702299,0,1995.395575,2092.926794,0,0,0,0,1317.908802,0,0,0,383.554849,0,0,0,0,0,2806.092186,0,4542.408206,1110.002092,0,0,3075.605427,746.7001781,606.7317379,2003.409604,0,0,4319.740268,0,0,0,0,2401.55203,3928.629387,0,0,1557.853555,0,3211.102106,2173.33366,1577.947089,0,0,0,0,0,4161.931485,3905.571291,0
"68","gz14_C81_g",1,0,0,493.525786,726.7989222,0,0,266.5294821,0,0,0,260.6570959,4657.24833,0,5188.118134,0,0,72.34587401,0,0,1460.881401,0,0,2659.061648,0,2.081457671,0,164.2702391,794.1360014,0,0,0,0,0,0,283.0059981,0,1283.330932,2637.865663,0,0,0,492.7340206,327.3485266,0,0,0,0,0,0,0,0,0,0,0,809.6285699,0,0,0,0,0,836.5331662,0,1328.177543,0,296.2482456,1098.962734,0,0,0,0,0,0,0,0,0,0,1612.330135,0,0,0,7121.045399,0,4127.55353,0,0,1497.46127,118.7462073,4215.646352,1775.252115,5678.885171,12559.51588,5061.336118,24509.9499,0,0,0,0,14106.89336,8654.142703,2998.584286,2246.566738,3009.655254,2893.31857,8703.039326,15082.36643,0,0,0,1287.688577,3014.462214,4286.754242,3857.607231,0,2457.321453,4499.065343,3707.441171,7186.800634,0,0,0,0,3502.053941,6988.331061,2613.868595,3569.880658,6281.890042,3763.414812,9785.526362,2829.693128,0,329.9985603,0,333.4938416,194.962229,2520.281338,9301.125033,12343.5697,5853.865346,2496.424413,5991.102849,0,0,2259.254968,3210.369545,0,1537.203318,3059.313006,5318.906349,0,0,0,0,3922.856047,0,1010.974866,1319.096888,0,2265.365183,6926.204816,23430.14554,3609.654662,2636.717385,0,805.3575052,0,706.6923835,1198.695548,4331.120677,3500.481933,2011.797213,2755.842418,15401.0204,744.4021825,6500.941696,0,0,0,2927.446318,0,1878.971397,6941.622884,7545.186965,0,0,1241.456951,0,2086.539027,0,0,5573.645324,0,0,15800.41745,627.9228946,0,0,4043.355812,2508.914906,0,3250.833655,0,0,0,7202.852696,6504.034005,0,0,0,0,2487.221806,0,0,0,0,0,0,0,0,0,9400.741428,0,0,2037.171346,5040.298304,945.2506264,870.849733,0,0,0,1305.183202,0,0,0,0,266.0622603,0,1168.787554,0,0,0,784.3987738,0,3651.25775,967.0700263,0,2688.594666,1938.656282,917.146468,2440.697122,4471.279279,0,0,6599.70121,2427.970184,674.4449121,0,0,3422.936409,7522.487297,1785.108278,4712.297474,0,0,0,3821.339628,2403.970647,0,0,0,0,0,10408.99081,6683.875985,0
"69","gz14_C34_g",4,0,0,379.0426041,1378.983028,571.7807362,0,0,0,0,0,14.60130974,7011.13673,0,9147.554971,0,0,0,0,0,1285.198873,0,123.5383152,3745.521168,120.6245437,1.760217066,1264.685923,135.6634494,1846.37502,0,0,0,9.722146542,0,0,1153.821583,1026.65157,155.1277494,5540.366079,0,0,0,0,1941.02229,0,0,0,0,143.9693734,0,401.2300653,34.80332468,0,0,0,0,0,0,0,0,0,1419.894068,460.1448559,924.9052602,0,269.3546713,683.2024342,0,0,973.338651,1470.773314,732.6685583,0,0,0,0,0,1199.792207,0,0,0,11565.60917,1337.087102,6228.918216,0,0,1694.73531,66.30613558,7207.044185,0,1546.97696,998.8636043,5410.702824,17714.55446,1104.046124,0,4118.302962,0,6362.270232,12182.01377,2427.393417,0,4146.15744,0,8928.533075,9401.704622,2662.496226,0,0,0,5887.454011,4672.492976,11207.69309,0,3843.793695,0,6052.886045,5353.905447,0,0,308.8073284,0,4531.180825,14604.25152,6606.090621,562.2362446,1929.996298,4940.585662,7927.035324,5502.476659,5615.747951,2342.487412,0,2778.232235,6599.486117,0,5605.653053,7160.712007,11753.46956,0,6459.446981,0,0,11204.43985,2835.879231,6595.772874,4063.029812,1148.197047,3075.015559,6694.618481,3088.024257,2175.160338,0,5542.810578,0,1043.348664,7293.077148,126.1673751,1350.56573,4943.872185,18258.9964,5604.28009,431.6043171,0,4747.983184,4639.006911,0,2870.553065,887.2818302,3812.722364,0,0,19554.44149,0,4237.572688,3374.071884,0,0,6005.995443,0,5148.963115,4577.952156,3412.623887,7119.764837,2253.734993,1634.079694,0,3217.326377,0,2060.647444,3661.113996,0,0,1011.980643,7559.616066,0,0,7465.195722,4533.261029,4172.503704,1685.052546,5315.19006,1480.558844,0,0,0,3987.598304,2151.089252,3630.136558,1470.703809,2233.576868,1679.122546,2543.836699,0,386.8142624,0,0,7814.752705,6423.104175,0,18978.59076,7083.902474,3941.268373,2684.987311,0,9981.151743,0,0,0,0,3311.685544,2069.336709,0,0,0,549.2859101,2002.323885,4057.954462,0,0,0,10505.15862,2770.169531,6903.546761,2480.564611,0,3889.550519,10009.63977,449.2479063,4633.900126,7444.789721,0,0,10681.86796,2082.801016,813.051924,0,0,3232.278951,11720.16398,0,1100.600097,2127.296835,0,0,4013.828931,3183.45768,0,0,0,0,0,15581.38692,10465.80342,4007.831487
"70","gz14_C36_g",10,0,0,371.749336,762.0040472,1.709255373,0,1410.872678,0,806.3464743,0,260.8544736,4785.014082,0,5271.232841,0,0,0,0,0,904.3453552,0,0,2912.450198,0,0,552.1353438,0,2013.580626,0,0,0,0,0,0,677.6322819,259.3129014,1325.334701,2508.671617,0,0,0,5.655905165,95.35765084,0,0,470.7783498,0,101.1124355,0,0,394.1101909,0,0,0,0,0,0,0,0,0,1378.942701,0,902.3549951,0,177.7080937,1892.265042,0,0,119.7253527,0,571.6598412,0,0,0,0,0,1242.392965,0,0,0,8244.154462,392.9836853,4167.879681,0,0,3297.650687,0,531.8936414,0,3254.202086,962.1256222,2557.553679,25031.58526,4368.571749,0,6274.177352,5100.508501,2765.661471,7190.272364,2424.187956,0,4232.199132,0,6492.961682,8029.690747,3144.42306,0,265.6559398,3379.893177,6491.865501,2860.127874,7160.97552,0,2853.348334,0,689.9747684,4766.071204,5280.606359,0,0,5882.39784,1954.58204,12138.55265,0,0,3027.370211,0,4274.683676,5430.448633,2002.106564,1538.878884,0,4794.555384,3958.348966,1171.332387,11396.31529,6079.716473,16929.19262,0,8785.319597,0,0,15672.52923,2718.659545,2580.883294,0,3244.872834,0,4318.077615,3476.935322,0,507.7311539,4250.66539,4787.556508,1478.791202,10595.18079,0,7027.133493,0,6036.710518,4743.026455,762.7451309,5980.166263,7051.411919,0,1200.719207,0,0,1550.704845,1482.305383,0,9971.775654,6121.656399,2168.420424,3689.923254,0,0,11289.71996,0,2910.190492,9167.331605,7874.079537,1135.01637,0,413.689573,0,1347.002534,1988.86386,1497.313181,0,0,0,1145.283744,3935.817048,0,0,11900.84551,1557.548265,4100.889998,2404.021528,12765.39868,830.3148238,0,0,92.60936202,1288.349043,1446.223461,0,2621.157519,2658.054371,3631.593666,3985.10465,0,3097.611761,0,0,5450.927211,2910.453807,2238.099375,13800.42474,6520.981561,360.2347382,495.8022179,0,9616.209588,977.7854553,0,0,0,0,2751.419025,1372.627321,3524.242566,270.8664989,0,1568.653152,1826.862307,1828.954799,0,1181.976892,10021.69659,0,10426.19079,1950.157122,0,1721.150078,9213.835912,1723.803324,7173.914173,23615.1785,0,0,7286.084341,3243.792263,0,0,0,921.2359141,6870.879946,0,457.1745045,2524.560227,0,0,11566.10212,2650.781857,0,0,0,0,1140.489947,11170.80311,6951.314123,3779.769598
