,Nodes,GW15.clusterColorID,GW19.clusterColorID,GW15.clusterID,GW19.clusterID,GW.clusterColorID,GW.clusterID
1,hsa-let-7a-3p,black,black,7,7,magenta,9
2,hsa-let-7a-5p,yellow,green,4,5,brown,3
3,hsa-let-7b-3p,black,black,7,7,magenta,9
4,hsa-let-7b-5p,yellow,green,4,5,brown,3
5,hsa-let-7c-5p,yellow,green,4,5,brown,3
6,hsa-let-7d-3p,grey,grey,0,0,turquoise,1
7,hsa-let-7d-5p,yellow,green,4,5,brown,3
8,hsa-let-7e-5p,yellow,green,4,5,brown,3
9,hsa-let-7f-1-3p,black,black,7,7,magenta,9
10,hsa-let-7f-2-3p,black,black,7,7,magenta,9
11,hsa-let-7f-5p,yellow,green,4,5,brown,3
12,hsa-let-7g-3p,grey,grey,0,0,turquoise,1
13,hsa-let-7g-5p,yellow,green,4,5,brown,3
14,hsa-let-7i-3p,grey,brown,0,3,turquoise,1
15,hsa-let-7i-5p,yellow,green,4,5,brown,3
16,hsa-miR-1-3p,grey60,grey,17,0,blue,2
17,hsa-miR-100-5p,turquoise,turquoise,1,1,purple,10
18,hsa-miR-101-3p,blue,grey,2,0,green,5
19,hsa-miR-101-5p,grey,grey,0,0,turquoise,1
20,hsa-miR-103a-2-5p,grey,grey,0,0,turquoise,1
21,hsa-miR-103a-3p,green,yellow,5,4,yellow,4
22,hsa-miR-105-5p,brown,grey,3,0,turquoise,1
23,hsa-miR-106a-5p,red,red,6,6,red,6
24,hsa-miR-106b-3p,grey,brown,0,3,turquoise,1
25,hsa-miR-106b-5p,red,red,6,6,red,6
26,hsa-miR-107,green,yellow,5,4,yellow,4
27,hsa-miR-1179,grey,brown,0,3,turquoise,1
28,hsa-miR-1180-3p,grey,grey,0,0,turquoise,1
29,hsa-miR-1185-1-3p,black,black,7,7,magenta,9
30,hsa-miR-1197,grey,grey,0,0,turquoise,1
31,hsa-miR-124-3p,grey,grey,0,0,turquoise,1
32,hsa-miR-124-5p,grey,grey,0,0,turquoise,1
33,hsa-miR-1249-3p,grey,grey,0,0,turquoise,1
34,hsa-miR-1251-5p,grey,royalblue,0,20,turquoise,1
35,hsa-miR-125a-3p,grey,grey,0,0,turquoise,1
36,hsa-miR-125a-5p,lightyellow,brown,19,3,darkgreen,22
37,hsa-miR-125b-1-3p,green,grey,5,0,yellow,4
38,hsa-miR-125b-2-3p,grey,grey,0,0,turquoise,1
39,hsa-miR-125b-5p,lightyellow,brown,19,3,darkgreen,22
40,hsa-miR-126-3p,green,yellow,5,4,purple,10
41,hsa-miR-126-5p,grey,grey,0,0,turquoise,1
42,hsa-miR-1260a,brown,grey,3,0,blue,2
43,hsa-miR-1260b,brown,grey,3,0,blue,2
44,hsa-miR-127-3p,blue,grey,2,0,black,7
45,hsa-miR-127-5p,grey,grey,0,0,turquoise,1
46,hsa-miR-1270,grey,grey,0,0,turquoise,1
47,hsa-miR-1271-3p,lightgreen,turquoise,18,1,purple,10
48,hsa-miR-1271-5p,grey,grey,0,0,turquoise,1
49,hsa-miR-1273g-3p,grey,grey,0,0,turquoise,1
50,hsa-miR-1276,grey,brown,0,3,pink,8
51,hsa-miR-1277-5p,blue,black,2,7,pink,8
52,hsa-miR-128-1-5p,brown,blue,3,2,blue,2
53,hsa-miR-128-2-5p,brown,blue,3,2,blue,2
54,hsa-miR-128-3p,cyan,pink,14,8,lightgreen,18
55,hsa-miR-1285-5p,grey,grey,0,0,turquoise,1
56,hsa-miR-1286,grey,grey,0,0,turquoise,1
57,hsa-miR-1287-3p,grey,grey,0,0,turquoise,1
58,hsa-miR-129-1-3p,brown,grey,3,0,turquoise,1
59,hsa-miR-129-2-3p,brown,grey,3,0,turquoise,1
60,hsa-miR-129-5p,grey,grey,0,0,turquoise,1
61,hsa-miR-1292-5p,grey,grey,0,0,pink,8
62,hsa-miR-1296-3p,grey,grey,0,0,turquoise,1
63,hsa-miR-1296-5p,yellow,green,4,5,blue,2
64,hsa-miR-1299,grey,blue,0,2,turquoise,1
65,hsa-miR-1301-3p,grey,brown,0,3,turquoise,1
66,hsa-miR-1303,grey,grey,0,0,turquoise,1
67,hsa-miR-1304-5p,yellow,green,4,5,brown,3
68,hsa-miR-1305,grey,grey,0,0,turquoise,1
69,hsa-miR-1306-5p,grey,grey,0,0,turquoise,1
70,hsa-miR-1307-3p,grey,grey,0,0,turquoise,1
71,hsa-miR-130a-3p,magenta,tan,9,12,greenyellow,11
72,hsa-miR-130b-3p,magenta,tan,9,12,greenyellow,11
73,hsa-miR-130b-5p,grey,grey,0,0,turquoise,1
74,hsa-miR-132-3p,grey,blue,0,2,green,5
75,hsa-miR-132-5p,brown,grey,3,0,turquoise,1
76,hsa-miR-133a-3p,brown,grey,3,0,black,7
77,hsa-miR-133b,brown,grey,3,0,black,7
78,hsa-miR-134-5p,grey,grey,0,0,turquoise,1
79,hsa-miR-1343-3p,grey,grey,0,0,turquoise,1
80,hsa-miR-135a-3p,grey,grey,0,0,turquoise,1
81,hsa-miR-135a-5p,grey,brown,0,3,black,7
82,hsa-miR-135b-3p,grey,grey,0,0,turquoise,1
83,hsa-miR-135b-5p,grey,brown,0,3,black,7
84,hsa-miR-136-3p,grey,grey,0,0,turquoise,1
85,hsa-miR-136-5p,grey,grey,0,0,turquoise,1
86,hsa-miR-137,tan,salmon,12,13,cyan,14
87,hsa-miR-138-1-3p,grey,grey,0,0,turquoise,1
88,hsa-miR-138-5p,grey,grey,0,0,turquoise,1
89,hsa-miR-139-3p,grey,grey,0,0,turquoise,1
90,hsa-miR-139-5p,blue,grey,2,0,turquoise,1
91,hsa-miR-140-3p,grey,grey,0,0,turquoise,1
92,hsa-miR-140-5p,grey,grey,0,0,turquoise,1
93,hsa-miR-141-3p,grey,grey,0,0,turquoise,1
94,hsa-miR-142-3p,grey,brown,0,3,blue,2
95,hsa-miR-142-5p,red,red,6,6,red,6
96,hsa-miR-143-3p,grey,grey,0,0,turquoise,1
97,hsa-miR-143-5p,grey,grey,0,0,turquoise,1
98,hsa-miR-144-3p,blue,grey,2,0,green,5
99,hsa-miR-144-5p,grey,grey,0,0,turquoise,1
100,hsa-miR-145-5p,grey,grey,0,0,turquoise,1
101,hsa-miR-1468-5p,grey,red,0,6,black,7
102,hsa-miR-146a-5p,brown,grey,3,0,blue,2
103,hsa-miR-146b-5p,brown,grey,3,0,blue,2
104,hsa-miR-148a-3p,magenta,darkgreen,9,22,greenyellow,11
105,hsa-miR-148b-3p,magenta,darkgreen,9,22,greenyellow,11
106,hsa-miR-148b-5p,grey,grey,0,0,turquoise,1
107,hsa-miR-149-5p,grey,grey,0,0,turquoise,1
108,hsa-miR-150-5p,grey,grey,0,0,turquoise,1
109,hsa-miR-151a-3p,blue,blue,2,2,blue,2
110,hsa-miR-151a-5p,turquoise,turquoise,1,1,blue,2
111,hsa-miR-151b,turquoise,turquoise,1,1,blue,2
112,hsa-miR-152-3p,magenta,darkgreen,9,22,greenyellow,11
113,hsa-miR-153-3p,grey,brown,0,3,turquoise,1
114,hsa-miR-153-5p,grey,grey,0,0,turquoise,1
115,hsa-miR-154-3p,grey,blue,0,2,turquoise,1
116,hsa-miR-154-5p,grey,grey,0,0,turquoise,1
117,hsa-miR-155-5p,grey,grey,0,0,turquoise,1
118,hsa-miR-15a-3p,grey,grey,0,0,turquoise,1
119,hsa-miR-15a-5p,green,yellow,5,4,yellow,4
120,hsa-miR-15b-5p,green,yellow,5,4,yellow,4
121,hsa-miR-16-1-3p,grey,blue,0,2,turquoise,1
122,hsa-miR-16-2-3p,blue,blue,2,2,green,5
123,hsa-miR-16-5p,green,yellow,5,4,yellow,4
124,hsa-miR-17-3p,grey,brown,0,3,turquoise,1
125,hsa-miR-17-5p,red,red,6,6,red,6
126,hsa-miR-181a-2-3p,grey,grey,0,0,turquoise,1
127,hsa-miR-181a-3p,yellow,brown,4,3,grey60,17
128,hsa-miR-181a-5p,purple,magenta,10,9,salmon,13
129,hsa-miR-181b-3p,grey,grey,0,0,turquoise,1
130,hsa-miR-181b-5p,purple,magenta,10,9,salmon,13
131,hsa-miR-181c-3p,green,lightgreen,5,18,yellow,4
132,hsa-miR-181c-5p,purple,magenta,10,9,salmon,13
133,hsa-miR-181d-5p,purple,magenta,10,9,salmon,13
134,hsa-miR-182-5p,grey,grey,0,0,turquoise,1
135,hsa-miR-185-3p,grey,grey,0,0,turquoise,1
136,hsa-miR-185-5p,grey,grey,0,0,turquoise,1
137,hsa-miR-186-5p,grey,grey,0,0,turquoise,1
138,hsa-miR-188-5p,grey,brown,0,3,blue,2
139,hsa-miR-18a-3p,grey,brown,0,3,turquoise,1
140,hsa-miR-18a-5p,brown,turquoise,3,1,purple,10
141,hsa-miR-18b-5p,brown,turquoise,3,1,purple,10
142,hsa-miR-1908-5p,lightgreen,brown,18,3,brown,3
143,hsa-miR-190a-3p,grey,grey,0,0,pink,8
144,hsa-miR-190a-5p,blue,grey,2,0,green,5
145,hsa-miR-190b,blue,grey,2,0,green,5
146,hsa-miR-191-5p,grey,blue,0,2,black,7
147,hsa-miR-192-5p,grey,grey,0,0,turquoise,1
148,hsa-miR-193b-3p,grey,grey,0,0,turquoise,1
149,hsa-miR-194-5p,grey,grey,0,0,turquoise,1
150,hsa-miR-195-3p,blue,blue,2,2,green,5
151,hsa-miR-195-5p,green,yellow,5,4,yellow,4
152,hsa-miR-197-3p,grey,grey,0,0,turquoise,1
153,hsa-miR-199a-3p,brown,grey,3,0,turquoise,1
154,hsa-miR-199a-5p,blue,blue,2,2,turquoise,1
155,hsa-miR-199b-3p,brown,grey,3,0,turquoise,1
156,hsa-miR-199b-5p,blue,blue,2,2,turquoise,1
157,hsa-miR-19a-3p,magenta,tan,9,12,greenyellow,11
158,hsa-miR-19a-5p,grey,grey,0,0,black,7
159,hsa-miR-19b-1-5p,grey,grey,0,0,black,7
160,hsa-miR-19b-3p,magenta,tan,9,12,greenyellow,11
161,hsa-miR-200b-3p,blue,grey,2,0,green,5
162,hsa-miR-200c-3p,blue,grey,2,0,green,5
163,hsa-miR-203a-3p,grey,grey,0,0,turquoise,1
164,hsa-miR-204-5p,brown,grey,3,0,blue,2
165,hsa-miR-205-5p,grey,grey,0,0,turquoise,1
166,hsa-miR-206,grey60,grey,17,0,blue,2
167,hsa-miR-20a-3p,grey,grey,0,0,turquoise,1
168,hsa-miR-20a-5p,red,red,6,6,red,6
169,hsa-miR-20b-5p,red,red,6,6,red,6
170,hsa-miR-21-3p,grey,grey,0,0,turquoise,1
171,hsa-miR-21-5p,blue,brown,2,3,blue,2
172,hsa-miR-210-3p,grey,grey,0,0,turquoise,1
173,hsa-miR-210-5p,brown,grey,3,0,black,7
174,hsa-miR-211-5p,brown,grey,3,0,blue,2
175,hsa-miR-2110,grey,grey,0,0,turquoise,1
176,hsa-miR-2113,grey,grey,0,0,turquoise,1
177,hsa-miR-2115-5p,grey,blue,0,2,turquoise,1
178,hsa-miR-212-3p,grey,blue,0,2,green,5
179,hsa-miR-212-5p,grey,grey,0,0,turquoise,1
180,hsa-miR-214-3p,green,yellow,5,4,yellow,4
181,hsa-miR-214-5p,grey,brown,0,3,turquoise,1
182,hsa-miR-216a-5p,grey,grey,0,0,turquoise,1
183,hsa-miR-216b-5p,grey,grey,0,0,turquoise,1
184,hsa-miR-217,grey,grey,0,0,turquoise,1
185,hsa-miR-218-2-3p,grey,grey,0,0,turquoise,1
186,hsa-miR-218-5p,grey,grey,0,0,turquoise,1
187,hsa-miR-219a-2-3p,grey,grey,0,0,turquoise,1
188,hsa-miR-219a-5p,grey,grey,0,0,turquoise,1
189,hsa-miR-22-3p,grey,blue,0,2,turquoise,1
190,hsa-miR-221-3p,blue,blue,2,2,pink,8
191,hsa-miR-221-5p,grey,grey,0,0,turquoise,1
192,hsa-miR-222-3p,blue,blue,2,2,pink,8
193,hsa-miR-223-3p,grey,grey,0,0,turquoise,1
194,hsa-miR-224-3p,grey,blue,0,2,turquoise,1
195,hsa-miR-224-5p,grey,grey,0,0,green,5
196,hsa-miR-2276-3p,grey,grey,0,0,turquoise,1
197,hsa-miR-2277-5p,green,brown,5,3,yellow,4
198,hsa-miR-2355-3p,grey,grey,0,0,turquoise,1
199,hsa-miR-2355-5p,grey,blue,0,2,turquoise,1
200,hsa-miR-23a-3p,blue,lightcyan,2,16,green,5
201,hsa-miR-23b-3p,blue,lightcyan,2,16,green,5
202,hsa-miR-24-1-5p,blue,blue,2,2,turquoise,1
203,hsa-miR-24-2-5p,blue,blue,2,2,turquoise,1
204,hsa-miR-24-3p,grey,grey,0,0,turquoise,1
205,hsa-miR-2467-5p,grey,grey,0,0,turquoise,1
206,hsa-miR-25-3p,tan,salmon,12,13,cyan,14
207,hsa-miR-2681-5p,grey,grey,0,0,turquoise,1
208,hsa-miR-2682-3p,grey,grey,0,0,turquoise,1
209,hsa-miR-26a-5p,blue,grey60,2,17,green,5
210,hsa-miR-26b-5p,blue,grey60,2,17,green,5
211,hsa-miR-27a-3p,cyan,pink,14,8,lightgreen,18
212,hsa-miR-27b-3p,cyan,pink,14,8,lightgreen,18
213,hsa-miR-27b-5p,grey,grey,0,0,turquoise,1
214,hsa-miR-28-3p,grey,grey,0,0,turquoise,1
215,hsa-miR-28-5p,blue,grey,2,0,blue,2
216,hsa-miR-296-3p,grey,green,0,5,turquoise,1
217,hsa-miR-296-5p,grey,grey,0,0,turquoise,1
218,hsa-miR-299-3p,grey,cyan,0,14,turquoise,1
219,hsa-miR-299-5p,grey,grey,0,0,turquoise,1
220,hsa-miR-29a-3p,turquoise,lightgreen,1,18,purple,10
221,hsa-miR-29b-3p,turquoise,lightgreen,1,18,purple,10
222,hsa-miR-29c-3p,turquoise,lightgreen,1,18,purple,10
223,hsa-miR-301a-3p,magenta,tan,9,12,greenyellow,11
224,hsa-miR-301b-3p,magenta,tan,9,12,greenyellow,11
225,hsa-miR-3065-3p,brown,lightgreen,3,18,purple,10
226,hsa-miR-3065-5p,grey,blue,0,2,turquoise,1
227,hsa-miR-30a-3p,midnightblue,midnightblue,15,15,lightyellow,19
228,hsa-miR-30a-5p,greenyellow,purple,11,10,midnightblue,15
229,hsa-miR-30b-3p,grey,grey,0,0,turquoise,1
230,hsa-miR-30b-5p,greenyellow,purple,11,10,midnightblue,15
231,hsa-miR-30c-1-3p,grey,grey,0,0,turquoise,1
232,hsa-miR-30c-5p,greenyellow,purple,11,10,midnightblue,15
233,hsa-miR-30d-3p,midnightblue,midnightblue,15,15,lightyellow,19
234,hsa-miR-30d-5p,greenyellow,purple,11,10,midnightblue,15
235,hsa-miR-30e-3p,midnightblue,midnightblue,15,15,lightyellow,19
236,hsa-miR-30e-5p,greenyellow,purple,11,10,midnightblue,15
237,hsa-miR-31-5p,grey,grey,0,0,turquoise,1
238,hsa-miR-3117-3p,grey,grey,0,0,turquoise,1
239,hsa-miR-3127-3p,grey,grey,0,0,turquoise,1
240,hsa-miR-3145-3p,grey,grey,0,0,turquoise,1
241,hsa-miR-3157-5p,grey,grey,0,0,turquoise,1
242,hsa-miR-3158-3p,grey,grey,0,0,turquoise,1
243,hsa-miR-3158-5p,grey,brown,0,3,turquoise,1
244,hsa-miR-3194-5p,brown,grey,3,0,blue,2
245,hsa-miR-32-3p,blue,green,2,5,pink,8
246,hsa-miR-32-5p,tan,salmon,12,13,cyan,14
247,hsa-miR-3200-3p,grey,pink,0,8,pink,8
248,hsa-miR-320a,salmon,greenyellow,13,11,lightcyan,16
249,hsa-miR-320b,salmon,greenyellow,13,11,lightcyan,16
250,hsa-miR-320c,salmon,greenyellow,13,11,lightcyan,16
251,hsa-miR-320d,salmon,greenyellow,13,11,lightcyan,16
252,hsa-miR-323a-3p,grey,grey,0,0,turquoise,1
253,hsa-miR-324-3p,greenyellow,blue,11,2,turquoise,1
254,hsa-miR-324-5p,grey,grey,0,0,turquoise,1
255,hsa-miR-326,brown,blue,3,2,black,7
256,hsa-miR-328-3p,grey,grey,0,0,turquoise,1
257,hsa-miR-329-3p,grey,blue,0,2,turquoise,1
258,hsa-miR-330-3p,grey,greenyellow,0,11,turquoise,1
259,hsa-miR-330-5p,brown,blue,3,2,black,7
260,hsa-miR-331-3p,grey,grey,0,0,turquoise,1
261,hsa-miR-331-5p,grey,grey,0,0,pink,8
262,hsa-miR-335-3p,grey,grey,0,0,turquoise,1
263,hsa-miR-335-5p,black,purple,7,10,grey60,17
264,hsa-miR-337-3p,grey,red,0,6,green,5
265,hsa-miR-338-3p,grey,grey,0,0,turquoise,1
266,hsa-miR-338-5p,grey,grey,0,0,pink,8
267,hsa-miR-339-3p,grey,brown,0,3,blue,2
268,hsa-miR-339-5p,brown,grey,3,0,turquoise,1
269,hsa-miR-33a-3p,grey,grey,0,0,turquoise,1
270,hsa-miR-33a-5p,grey,grey,0,0,turquoise,1
271,hsa-miR-33b-5p,grey,grey,0,0,turquoise,1
272,hsa-miR-340-3p,grey,blue,0,2,turquoise,1
273,hsa-miR-340-5p,blue,grey,2,0,red,6
274,hsa-miR-342-3p,grey,grey,0,0,turquoise,1
275,hsa-miR-342-5p,grey,blue,0,2,black,7
276,hsa-miR-345-5p,grey,grey,0,0,turquoise,1
277,hsa-miR-346,grey,grey,0,0,turquoise,1
278,hsa-miR-34a-5p,royalblue,royalblue,20,20,purple,10
279,hsa-miR-34b-5p,brown,grey,3,0,blue,2
280,hsa-miR-34c-5p,royalblue,royalblue,20,20,purple,10
281,hsa-miR-3605-3p,grey,grey,0,0,turquoise,1
282,hsa-miR-3605-5p,grey,brown,0,3,turquoise,1
283,hsa-miR-361-3p,grey,grey,0,0,turquoise,1
284,hsa-miR-361-5p,grey,grey,0,0,turquoise,1
285,hsa-miR-3611,grey,grey,0,0,turquoise,1
286,hsa-miR-3613-5p,grey,grey,0,0,turquoise,1
287,hsa-miR-3615,yellow,green,4,5,brown,3
288,hsa-miR-3619-5p,green,yellow,5,4,yellow,4
289,hsa-miR-362-5p,grey,blue,0,2,turquoise,1
290,hsa-miR-3620-3p,brown,blue,3,2,black,7
291,hsa-miR-363-3p,tan,salmon,12,13,cyan,14
292,hsa-miR-3659,blue,grey,2,0,turquoise,1
293,hsa-miR-365a-3p,blue,brown,2,3,blue,2
294,hsa-miR-365b-3p,blue,brown,2,3,blue,2
295,hsa-miR-3679-5p,grey,blue,0,2,turquoise,1
296,hsa-miR-369-3p,blue,blue,2,2,pink,8
297,hsa-miR-369-5p,brown,blue,3,2,blue,2
298,hsa-miR-370-3p,grey,grey,0,0,turquoise,1
299,hsa-miR-374a-5p,blue,blue,2,2,pink,8
300,hsa-miR-374b-3p,green,yellow,5,4,yellow,4
301,hsa-miR-374b-5p,blue,blue,2,2,pink,8
302,hsa-miR-374c-5p,blue,blue,2,2,pink,8
303,hsa-miR-376a-2-5p,grey,green,0,5,blue,2
304,hsa-miR-376a-3p,blue,brown,2,3,grey60,17
305,hsa-miR-376a-5p,blue,pink,2,8,pink,8
306,hsa-miR-376b-3p,blue,brown,2,3,grey60,17
307,hsa-miR-376b-5p,turquoise,turquoise,1,1,purple,10
308,hsa-miR-376c-3p,grey,grey,0,0,turquoise,1
309,hsa-miR-376c-5p,turquoise,turquoise,1,1,purple,10
310,hsa-miR-378a-3p,brown,blue,3,2,blue,2
311,hsa-miR-378c,brown,blue,3,2,blue,2
312,hsa-miR-378d,brown,blue,3,2,blue,2
313,hsa-miR-379-3p,lightgreen,darkred,18,21,grey60,17
314,hsa-miR-379-5p,yellow,green,4,5,brown,3
315,hsa-miR-380-3p,lightgreen,darkred,18,21,grey60,17
316,hsa-miR-381-3p,black,black,7,7,magenta,9
317,hsa-miR-382-5p,yellow,grey,4,0,blue,2
318,hsa-miR-383-5p,grey,grey,0,0,turquoise,1
319,hsa-miR-3943,brown,grey,3,0,black,7
320,hsa-miR-409-3p,grey,grey,0,0,turquoise,1
321,hsa-miR-410-3p,grey,blue,0,2,pink,8
322,hsa-miR-411-3p,lightgreen,darkred,18,21,grey60,17
323,hsa-miR-411-5p,brown,green,3,5,blue,2
324,hsa-miR-421,grey,grey,0,0,turquoise,1
325,hsa-miR-423-3p,blue,grey,2,0,blue,2
326,hsa-miR-423-5p,grey,grey,0,0,turquoise,1
327,hsa-miR-424-5p,green,yellow,5,4,yellow,4
328,hsa-miR-425-3p,brown,purple,3,10,purple,10
329,hsa-miR-425-5p,blue,grey,2,0,pink,8
330,hsa-miR-4254,grey,blue,0,2,turquoise,1
331,hsa-miR-4286,grey,grey,0,0,turquoise,1
332,hsa-miR-432-5p,grey,grey,0,0,turquoise,1
333,hsa-miR-4324,grey,brown,0,3,black,7
334,hsa-miR-433-3p,grey,lightcyan,0,16,turquoise,1
335,hsa-miR-4422,blue,blue,2,2,green,5
336,hsa-miR-4429,salmon,greenyellow,13,11,lightcyan,16
337,hsa-miR-4473,magenta,tan,9,12,greenyellow,11
338,hsa-miR-4482-5p,grey,grey,0,0,turquoise,1
339,hsa-miR-449a,royalblue,royalblue,20,20,purple,10
340,hsa-miR-449b-5p,royalblue,royalblue,20,20,purple,10
341,hsa-miR-449c-5p,brown,grey,3,0,blue,2
342,hsa-miR-4501,brown,grey,3,0,turquoise,1
343,hsa-miR-451a,brown,red,3,6,purple,10
344,hsa-miR-452-5p,blue,grey,2,0,turquoise,1
345,hsa-miR-4523,yellow,red,4,6,grey60,17
346,hsa-miR-454-3p,magenta,tan,9,12,greenyellow,11
347,hsa-miR-454-5p,blue,red,2,6,turquoise,1
348,hsa-miR-455-3p,blue,grey,2,0,turquoise,1
349,hsa-miR-455-5p,grey,grey,0,0,turquoise,1
350,hsa-miR-4661-5p,grey,grey,0,0,turquoise,1
351,hsa-miR-4664-5p,grey,blue,0,2,black,7
352,hsa-miR-4705,grey,grey,0,0,turquoise,1
353,hsa-miR-4733-5p,grey,blue,0,2,turquoise,1
354,hsa-miR-4755-5p,brown,blue,3,2,blue,2
355,hsa-miR-4787-3p,brown,blue,3,2,pink,8
356,hsa-miR-4804-5p,greenyellow,purple,11,10,royalblue,20
357,hsa-miR-484,grey,grey,0,0,turquoise,1
358,hsa-miR-485-3p,grey,grey,0,0,turquoise,1
359,hsa-miR-485-5p,grey,grey,0,0,turquoise,1
360,hsa-miR-486-5p,yellow,green,4,5,blue,2
361,hsa-miR-487a-3p,grey,blue,0,2,turquoise,1
362,hsa-miR-488-3p,grey,grey,0,0,turquoise,1
363,hsa-miR-488-5p,grey,grey,0,0,turquoise,1
364,hsa-miR-490-3p,grey,blue,0,2,turquoise,1
365,hsa-miR-490-5p,grey,grey,0,0,turquoise,1
366,hsa-miR-491-5p,grey,grey,0,0,turquoise,1
367,hsa-miR-494-3p,grey,grey,0,0,turquoise,1
368,hsa-miR-495-3p,blue,grey,2,0,green,5
369,hsa-miR-497-3p,grey,grey,0,0,turquoise,1
370,hsa-miR-497-5p,green,yellow,5,4,yellow,4
371,hsa-miR-499a-5p,blue,blue,2,2,pink,8
372,hsa-miR-5006-3p,brown,blue,3,2,blue,2
373,hsa-miR-500a-3p,grey,pink,0,8,black,7
374,hsa-miR-500a-5p,grey,grey,0,0,turquoise,1
375,hsa-miR-500b-5p,grey,blue,0,2,turquoise,1
376,hsa-miR-501-3p,grey,turquoise,0,1,turquoise,1
377,hsa-miR-501-5p,grey,grey,0,0,turquoise,1
378,hsa-miR-502-3p,grey,turquoise,0,1,turquoise,1
379,hsa-miR-502-5p,grey,grey,0,0,turquoise,1
380,hsa-miR-504-5p,blue,red,2,6,red,6
381,hsa-miR-505-3p,grey,pink,0,8,turquoise,1
382,hsa-miR-507,grey,grey,0,0,turquoise,1
383,hsa-miR-513a-3p,grey,grey,0,0,turquoise,1
384,hsa-miR-515-5p,grey,grey,0,0,turquoise,1
385,hsa-miR-518a-3p,tan,brown,12,3,blue,2
386,hsa-miR-519a-3p,red,red,6,6,red,6
387,hsa-miR-520g-3p,red,red,6,6,red,6
388,hsa-miR-520h,red,red,6,6,red,6
389,hsa-miR-522-3p,grey,blue,0,2,turquoise,1
390,hsa-miR-524-3p,greenyellow,brown,11,3,midnightblue,15
391,hsa-miR-532-3p,grey,grey,0,0,turquoise,1
392,hsa-miR-532-5p,grey,grey,0,0,turquoise,1
393,hsa-miR-539-5p,grey,grey,0,0,turquoise,1
394,hsa-miR-542-3p,grey,grey,0,0,turquoise,1
395,hsa-miR-545-5p,grey,blue,0,2,green,5
396,hsa-miR-548a-3p,grey,grey,0,0,turquoise,1
397,hsa-miR-548aa,brown,blue,3,2,blue,2
398,hsa-miR-548ab,pink,cyan,8,14,tan,12
399,hsa-miR-548ag,grey,grey,0,0,turquoise,1
400,hsa-miR-548ah-5p,red,red,6,6,red,6
401,hsa-miR-548aj-5p,lightcyan,lightyellow,16,19,darkred,21
402,hsa-miR-548am-5p,pink,cyan,8,14,tan,12
403,hsa-miR-548ar-5p,pink,cyan,8,14,tan,12
404,hsa-miR-548ay-5p,pink,cyan,8,14,tan,12
405,hsa-miR-548az-5p,red,red,6,6,red,6
406,hsa-miR-548b-5p,pink,cyan,8,14,tan,12
407,hsa-miR-548c-5p,pink,cyan,8,14,tan,12
408,hsa-miR-548d-5p,pink,cyan,8,14,tan,12
409,hsa-miR-548g-5p,lightcyan,lightyellow,16,19,darkred,21
410,hsa-miR-548k,pink,cyan,8,14,tan,12
411,hsa-miR-548l,pink,cyan,8,14,tan,12
412,hsa-miR-548o-5p,pink,cyan,8,14,tan,12
413,hsa-miR-548t-3p,brown,blue,3,2,blue,2
414,hsa-miR-548w,pink,cyan,8,14,tan,12
415,hsa-miR-548x-5p,lightcyan,lightyellow,16,19,darkred,21
416,hsa-miR-550a-3-5p,lightgreen,turquoise,18,1,purple,10
417,hsa-miR-550a-3p,brown,green,3,5,turquoise,1
418,hsa-miR-550a-5p,lightgreen,turquoise,18,1,purple,10
419,hsa-miR-551b-3p,yellow,grey,4,0,brown,3
420,hsa-miR-552-5p,grey,grey,0,0,turquoise,1
421,hsa-miR-5586-3p,blue,blue,2,2,brown,3
422,hsa-miR-5680,grey,grey,0,0,turquoise,1
423,hsa-miR-5683,grey,blue,0,2,turquoise,1
424,hsa-miR-5699-3p,grey,blue,0,2,blue,2
425,hsa-miR-5699-5p,grey,blue,0,2,turquoise,1
426,hsa-miR-574-3p,grey,blue,0,2,turquoise,1
427,hsa-miR-574-5p,grey,grey,0,0,turquoise,1
428,hsa-miR-576-3p,grey,grey,0,0,turquoise,1
429,hsa-miR-579-3p,grey,grey,0,0,turquoise,1
430,hsa-miR-582-3p,grey,grey,0,0,turquoise,1
431,hsa-miR-582-5p,blue,grey,2,0,pink,8
432,hsa-miR-584-5p,grey,grey,0,0,turquoise,1
433,hsa-miR-585-3p,brown,blue,3,2,blue,2
434,hsa-miR-589-3p,grey,grey,0,0,turquoise,1
435,hsa-miR-589-5p,brown,grey,3,0,blue,2
436,hsa-miR-590-3p,grey,grey,0,0,turquoise,1
437,hsa-miR-590-5p,blue,brown,2,3,blue,2
438,hsa-miR-592,blue,green,2,5,brown,3
439,hsa-miR-597-5p,yellow,green,4,5,brown,3
440,hsa-miR-598-3p,green,blue,5,2,yellow,4
441,hsa-miR-616-5p,grey,grey,0,0,turquoise,1
442,hsa-miR-618,grey,blue,0,2,turquoise,1
443,hsa-miR-624-5p,grey,blue,0,2,turquoise,1
444,hsa-miR-625-3p,grey,grey,0,0,turquoise,1
445,hsa-miR-625-5p,grey,grey,0,0,turquoise,1
446,hsa-miR-628-3p,blue,salmon,2,13,royalblue,20
447,hsa-miR-628-5p,grey,grey,0,0,turquoise,1
448,hsa-miR-629-5p,grey,grey,0,0,turquoise,1
449,hsa-miR-641,grey,grey,0,0,turquoise,1
450,hsa-miR-6505-5p,grey60,grey,17,0,blue,2
451,hsa-miR-651-5p,grey,blue,0,2,turquoise,1
